昵称,时间,评论内容
今夜月白如水,2020-11-25 10:21:00,祖国万岁        
爱臭美星星的麻麻,2020-11-25 10:18:00,生在中国感到自豪，为中国航天人点赞👍，        
鄂不易省有界,2020-11-25 10:18:00,垃圾        
起名叫一斤,2020-11-25 10:18:00,祖国万岁        
甜腻的血腥味98217,2020-11-25 10:17:00,。        
幕夏34646,2020-11-25 10:17:00,国家啥时候可以载人登月啊        
城南旧事6413468717,2020-11-25 10:17:00,现在的新闻都是这么播的吗？巴适得很！        
期待未来有你有我,2020-11-25 10:17:00,加油        
紫语29843,2020-11-25 10:17:00,我们的征途是 星辰大海
静静地看世界2020,2020-11-25 10:17:00,嗨！        
六月又来了,2020-11-25 10:17:00,了不起了不起        
庄北北的灯姐姐,2020-11-25 10:17:00,为中国探月工程点赞
丽喵喵儿,2020-11-25 10:17:00,中国加油😊        
龙h翔hy九y天,2020-11-25 10:16:00,赞👍        
大人的药的酒,2020-11-25 10:15:00,现在新闻联播这么可爱的吗        
小葱拌面红烧肉,2020-11-25 10:15:00,加油        
清风啊小道,2020-11-25 10:14:00,666        
安妮采收冰,2020-11-25 10:14:00,加油        
山西闹他妹,2020-11-25 10:13:00,嗯        
扬州大勇,2020-11-25 10:13:00,以后就可以到月球上去玩玩了，我先准备钱去
晔天,2020-11-25 10:12:00,上天入海        
王壹横,2020-11-25 10:12:00,厉害        
克莉丝汀0317,2020-11-25 10:12:00,点赞大国重器！        
TPKOBE,2020-11-25 10:12:00,哈        
傻傻的小鱼,2020-11-25 10:11:00,为中国点赞，为中国航天人点赞        
信阳交通质监,2020-11-25 10:11:00,祖国的富强，背后有一群呕心沥血的大国巨匠，我们砥砺前行        
漂阿阿阿ii,2020-11-25 10:11:00,祖国万岁[愛你][愛你][愛你][愛你]        
梦想家SmileAngel,2020-11-25 10:11:00,加油我的祖国❤️        
Alice沐王子,2020-11-25 10:11:00,祝福祖国        
轻叹_年少白满头,2020-11-25 10:11:00,加油        
任性而为要坚强,2020-11-25 10:11:00,祖国万岁
悟空放开那个女孩儿,2020-11-25 10:09:00,一个猛子        
kenna十九,2020-11-25 10:09:00,祝愿祖国繁荣昌盛，越来越强大        
Mcy淡然,2020-11-25 10:09:00,👍🏻        
Mcy淡然,2020-11-25 10:09:00,赞        
志愿者,2020-11-25 10:08:00,转发微博        
此间的少年f,2020-11-25 10:07:00,真·土特产        
阳宝1125,2020-11-25 10:07:00,好像绿泡泡        
远山皆入画,2020-11-25 10:07:00,祖国万岁！生为华夏儿女无比自豪！        
bxxjtysjwyh,2020-11-25 10:07:00,坚守最初的梦想，蓄积向上的力量！        
云中畅想,2020-11-25 10:06:00,👍🏻        
wgz9676,2020-11-25 10:04:00,科技兴国！        
无拘00,2020-11-25 10:04:00,多年前美国问周总理要用月壤换长沙马王汉堆女尸的头发，总理说中国人早晚会上月球的        
佛系君27号,2020-11-25 10:04:00,加油希望中国越来越好        
哦你开心吗_,2020-11-25 10:03:00,厉害        
方言啦,2020-11-25 10:02:00,厉害了，在带瓶茅台上去，100年后发现月球陈酿…        
球球外公74839,2020-11-25 10:02:00,祖国强大科枝发达越世界        
飯茶苦思258,2020-11-25 10:02:00,中国牛        
儿子眼中的女汉子,2020-11-25 10:01:00,这感觉“巴适得很”
我是小小小小妖,2020-11-25 10:01:00,，        
猫咪叫崽崽,2020-11-25 10:01:00,了不起的中国🇨🇳        
獬豸20,2020-11-25 09:59:00,我在广州起诉深圳南山区一P2P平台，19年10月，广州中院(2019)粤01民辖终1995号移交南山法院管辖，至今一年，拒不立案，还当皮球来踢，多次踢回给广州。12368说深圳受领导指示，不受理P2P案件，这是官员公然干涉司法审判，法院违反民诉法，党政司法充当P2P平台保护伞。说好的依法治国呢？治屁民吧？！        
Q黄小蕃,2020-11-25 09:58:00,巴适得很！        
小尹不无聊,2020-11-25 09:58:00,有前进了一步，太棒啦        
Nj-regina,2020-11-25 09:57:00,厉害了！        
两天在路上,2020-11-25 09:57:00,他是斗鸡眼吗        
Amy·等待蓝玫瑰,2020-11-25 09:56:00,祝愿祖国繁荣昌盛
感性暴风小子,2020-11-25 09:56:00,为科研工作者点赞！中国好样的！        
小狗的眼泪89228,2020-11-25 09:56:00,.        
轻风细雨AHQ,2020-11-25 09:56:00,愿我们的国家成为世界第一科技强国 
小松鼠的土拨鼠,2020-11-25 09:55:00,走进新时代，中国强起来。        
句号策略师a,2020-11-25 09:54:00,厉害了        
Fight-for-you_zhx,2020-11-25 09:54:00,这一席话深深地感动了我        
任重道远_25600,2020-11-25 09:54:00,点赞！        
岱山顶,2020-11-25 09:54:00,祖国腾飞！祖国万岁！        
82年橘子味的汽水,2020-11-25 09:52:00,中国万岁！非常期待嫦娥五号带来的月球土特产(๑˙ー˙๑)        
fines_kk,2020-11-25 09:52:00,转发微博        
下山的骆驼,2020-11-25 09:52:00,多报道对国民经济发展的影响力        
风雨人生890,2020-11-25 09:52:00,牛        
閑雲孤鶴11015,2020-11-25 09:52:00,冲出银河系，解放全宇宙        
北仑柴桥,2020-11-25 09:50:00,优秀        
凤迷郭,2020-11-25 09:50:00,棒棒哒        
前桌和后桌,2020-11-25 09:49:00,辉煌        
大可·圏,2020-11-25 09:49:00,祖国万岁        
宏亮shin,2020-11-25 09:48:00,冲啊冲啊        
考试占羡中,2020-11-25 09:48:00,威武✌ 希望有一天我们平凡人也能有机会上月球去看看
泠雨泪,2020-11-25 09:48:00,为祖国加油
Juice-VV,2020-11-25 09:46:00,哇塞！激动！        
用户--明月清风,2020-11-25 09:45:00,好帅！        
盛世美鹤,2020-11-25 09:44:00,我爱你中国🇨🇳//
弥勒佛祖笑口常开,2020-11-25 09:44:00,向航天工作者致敬
殇璃琉璃,2020-11-25 09:43:00,嫦娥五号，九天揽月！中国航天，再创辉煌！        
七宝198612,2020-11-25 09:43:00,我怎么感觉段子手越来越多了        
茹妹儿girl,2020-11-25 09:43:00,厉害我的国！胖五，冲～！        
金华青,2020-11-25 09:42:00,和我有关系吗？        
白开水0仝,2020-11-25 09:42:00,辛苦了，国之栋梁        
BenwWong,2020-11-25 09:41:00,👍🏽👍🏽        
木冲_yunshan,2020-11-25 09:41:00,我们买了南昌万科的房子，新房入住两年，两个月反水五次次。万科不作为
上帝爱杂环儿,2020-11-25 09:41:00,强        
空树201711,2020-11-25 09:39:00,厉害了我的国        
唐三的百万年魂环,2020-11-25 09:39:00,为中国航空点赞👍航空命名真是浪漫🌹        
蜕变-幸福,2020-11-25 09:38:00,祖国的强大是老百姓安宁生活的保障。        
山楂手作熊仔包,2020-11-25 09:38:00,真好        
掌心的余温1985,2020-11-25 09:35:00,厉害了        
塔托夫,2020-11-25 09:33:00,加油        
抚琴园,2020-11-25 09:33:00,【大国重器上天入海 离不开科研工作者的坚持与探索！】        
小甜瓜很甜,2020-11-25 09:33:00,中国加油        
朱奋奋30007,2020-11-25 09:32:00,胖五，威武！        
反诈骗绝不放弃,2020-11-25 09:31:00,厉害了我的国        
三宝大闹罗家屋,2020-11-25 09:31:00,帅气        
Leri_Ding,2020-11-25 09:30:00,6        
宁波千之源陈真,2020-11-25 09:30:00,坚守最初的梦想，蓄积向上的力量！        
第十七号车厢,2020-11-25 09:29:00,棒棒的        
随果nice,2020-11-25 09:29:00,厉害        
穿短袖的时光,2020-11-25 09:29:00,好棒！脚踏实地地前行！        
飞小鱼圆圆,2020-11-25 09:28:00,1        
飞小鱼圆圆,2020-11-25 09:28:00,。        
小狮子7788,2020-11-25 09:28:00,坚持中国梦        
这颗欣陪你直到世界尽头,2020-11-25 09:28:00,“胖五”加油！！预祝奔月成功顺利归来        
小狮子7788,2020-11-25 09:28:00,坚持        
9999浪漫满屋9999,2020-11-25 09:27:00,: 祖国万岁！        
宅女萍本人,2020-11-25 09:27:00,主持人好生动 哈哈        
爱慕花坊Flower,2020-11-25 09:27:00,为我的祖国点赞👍        
sonic的地盘2019,2020-11-25 09:26:00,嗯        
F_xz-,2020-11-25 09:26:00,加油        
ZzY泡泡糖,2020-11-25 09:26:00,好        
捍卫社会正能量,2020-11-25 09:25:00,转发微博        
立子对我有个好印像,2020-11-25 09:24:00,科技是第一生产力
半夜动车,2020-11-25 09:24:00,终于一次成功，航天人太难了        
超级柚,2020-11-25 09:24:00,给“胖五加油，给祖国加油！
热爱可抵岁月漫长venas,2020-11-25 09:24:00,坚持的力量        
ma22022680426615,2020-11-25 09:23:00,加油！        
凉城忆梦hq,2020-11-25 09:23:00,看        
凉城忆梦hq,2020-11-25 09:23:00,他        
荃升,2020-11-25 09:23:00,为中国航天人点赞👍        
押韵和FLOW,2020-11-25 09:22:00,星空！        
莱曼克,2020-11-25 09:22:00,哈哈哈，还是胖胖的厉害，小胖冲冲冲
城市猎人42,2020-11-25 09:22:00,梦想成真        
陈少安,2020-11-25 09:21:00,加油中国        
木子欣201703,2020-11-25 09:21:00,为中国航天人点赞        
爱吃西兰花的四月,2020-11-25 09:21:00,祖国威武        
不死的胡杨林,2020-11-25 09:21:00,这土我们是真吃不起啊        
MD_静静永远爱宁,2020-11-25 09:20:00,中国🇨🇳越来越好 ！骄傲        
Giraffe_Baby,2020-11-25 09:20:00,中国🇨🇳        
造谣者必遭反噬,2020-11-25 09:20:00,为中国航天人点
没有错的cuo,2020-11-25 09:20:00,加油        
卑鼻的晚风,2020-11-25 09:19:00,这个主播谁啊，有点不认识        
柠檬大大侠,2020-11-25 09:19:00,中国万岁        
青冈县法院,2020-11-25 09:18:00,转发微博        
beidofen,2020-11-25 09:18:00,嗯呐        
简单TMY,2020-11-25 09:18:00,提高科研人员整体待遇才是最好的点赞        
博士大,2020-11-25 09:18:00,可上九天揽月，可下五洋捉鳖。        
巴托教授,2020-11-25 09:17:00,o        
点点繁星Jinzi,2020-11-25 09:17:00,厉害啦，我的国！        
abce6462414884,2020-11-25 09:17:00,祝愿我们伟大的！祖国越来越强大        
晓珂Nadia,2020-11-25 09:16:00,包成功        
王小贱在努力,2020-11-25 09:16:00,加油        
活宝贝小刁,2020-11-25 09:16:00,未来前景一片大好，我在海口为祖国加油        
香果-细微播,2020-11-25 09:15:00,应该是第二个脚印        
CJL-玲姐,2020-11-25 09:15:00,祖国万岁！        
小吃货爱吃薯条,2020-11-25 09:15:00,厚积薄发        
爱码物联,2020-11-25 09:15:00,祖国万岁
东奔西跑者_累,2020-11-25 09:14:00,嫦娥奔月        
封面恋人258,2020-11-25 09:14:00,[米奇比心][米奇比心]        
采菊东篱下---------------,2020-11-25 09:14:00,踏踏实实搞科技👍        
fyw2009,2020-11-25 09:13:00,赞👍        
今天也没有变甜呀,2020-11-25 09:13:00,为中国点赞！        
鱼跃龙门_新天地,2020-11-25 09:11:00,巴适得很        
lone程,2020-11-25 09:11:00,加油        
Tracy_Zhu_,2020-11-25 09:11:00,！！        
譲往事随風,2020-11-25 09:10:00,1        
dgl521521,2020-11-25 09:10:00,6666++        
充满真情,2020-11-25 09:10:00,祖国加油💪        
高--混世魔王,2020-11-25 09:09:00,跟美俄还有50年的差距        
龙城飞哥_避风港_自留地,2020-11-25 09:09:00,祖国万岁        
林中仙2010,2020-11-25 09:08:00,见证中华民族走向富强！        
同程航旅,2020-11-25 09:08:00,鼓掌👏        
梓雨轩居士,2020-11-25 09:08:00,👏        
可乐男生6434057079,2020-11-25 09:07:00,加油        
大头成功之路媛,2020-11-25 09:07:00,💙💙💙        
Pinery_Hu,2020-11-25 09:07:00,，        
0她0,2020-11-25 09:06:00,祖国万岁        
努力为明天爱旅行,2020-11-25 09:06:00,中国加油！        
石门县第五中学杨啸,2020-11-25 09:05:00,作为一个中国人我很自豪！        
盯哩个鐺,2020-11-25 09:05:00,这个主播表情有点多        
木子姜淮,2020-11-25 09:05:00,棒        
星球永不坠落,2020-11-25 09:04:00,加油！        
时光贵州2705194585雪染风采,2020-11-25 09:04:00,很高兴，2020年11月24号去到多彩贵州龙里县城一位公共网络股东孩子结婚，参与他们的婚礼庆典，非常高兴，同时也见证了公共网络在他们那个小圈子里面用山歌给方式宣传非常好。        
三十爱读书,2020-11-25 09:04:00,感动        
潇潇语焉,2020-11-25 09:04:00,祖国强大，人民安定！        
梦还是要有的你说呢,2020-11-25 09:04:00,潘涛棒棒的        
虎震贵,2020-11-25 09:04:00,中国人的骄傲        
蜜绻扶品主任,2020-11-25 09:04:00,祝愿祖国繁荣昌盛        
1989韩丹,2020-11-25 09:03:00,祖国万岁        
灿烂辉煌的明天,2020-11-25 09:03:00,骄傲        
琉璃浮梦,2020-11-25 09:02:00,点赞
婕果是橙色海浪,2020-11-25 09:02:00,什么？抽奖？        
海纳百川67892002,2020-11-25 09:02:00,探天入海        
洋梗菊花儿香,2020-11-25 09:01:00,祖国万岁！        
我是大何,2020-11-25 09:01:00,棒        
樱井晴晴子,2020-11-25 09:00:00,胖五，冲鸭        
羌山绿源,2020-11-25 09:00:00,那必须巴适得很哟        
惠生活Y,2020-11-25 08:59:00,！！        
念旧的宋先森,2020-11-25 08:59:00,加油！        
hanna1209,2020-11-25 08:59:00,威武我的中国🇨🇳        
秋洁大爷,2020-11-25 08:59:00,，        
芒种季节,2020-11-25 08:58:00,祖国太赞了        
冯潇的小宝贝,2020-11-25 08:58:00,祖国万岁≧▽≦        
年轻小伙儿子,2020-11-25 08:58:00,河北石家庄李勇会民营企业家  轻易贷        
ORatings,2020-11-25 08:58:00,热烈祝贺，期待嫦娥小姐姐带上“土”特产顺利归来~
墨竹林子,2020-11-25 08:57:00,祝福祖国，加油！        
大海里的小龟8,2020-11-25 08:57:00,求给提升一下待遇吧，科研工作者真的辛苦，一直拿情怀和奉献当饭吃。        
小报的奶疙瘩809,2020-11-25 08:57:00,我们的征途是 星辰大海 为中国航天加油
李晓丫,2020-11-25 08:57:00,太棒了        
滴水的草尖,2020-11-25 08:57:00,祖国万岁！        
拂衣2010,2020-11-25 08:56:00,为祖国的航天事业点赞！        
叮铛猫有它的快乐,2020-11-25 08:56:00,为祖国点赞👍        
夏天的向日葵DDy1953,2020-11-25 08:55:00,祖国母亲万岁！致敬！中国航天人。中国🇨🇳加油💪！        
无无明尽渡苦厄,2020-11-25 08:55:00,好        
佳贝_加油,2020-11-25 08:55:00,坚守最初的梦想，蓄积向上的力量        
股市小藓釹,2020-11-25 08:55:00,美股三万点了        
莉LIYS,2020-11-25 08:54:00,胖五冲呀        
佳星君732016,2020-11-25 08:54:00,6呃6        
Timber_王子,2020-11-25 08:54:00,发射那么多卫星，能不能把地图更新一下
MBC明,2020-11-25 08:54:00,加油我的国！我爱你！        
伸懶腰腰,2020-11-25 08:53:00,棒        
伸懶腰腰,2020-11-25 08:52:00,牛        
FUNG-祺英,2020-11-25 08:52:00,…！        
Love未了湖,2020-11-25 08:52:00,一件事情重复做，持续的坚持和积累，时间会给出答案。加油吧，伙伴们！        
悠悠球妹妹8899,2020-11-25 08:52:00,我们的征途是星辰大海        
欧阳二狗Gorgeous,2020-11-25 08:52:00,坚守最初的梦想，蓄积向上的力量        
金桂飘香-666,2020-11-25 08:51:00,为中国航天人点赞👍！为我们的祖国点赞👍！！！        
H美美爱喝草莓yogurt,2020-11-25 08:51:00,6        
学法的新子,2020-11-25 08:51:00,胖五加油
善良小燕子best,2020-11-25 08:51:00,百花齐放才是春天  科技各个领域都出彩，才是祖国的未来        
心点2布丁,2020-11-25 08:51:00,好        
霞光1961,2020-11-25 08:51:00,中国航天加油        
郑家哓哓,2020-11-25 08:51:00,⛽️        
WOLOXXX,2020-11-25 08:51:00,为中国航天点赞
吃可爱多长大的小居居,2020-11-25 08:50:00,胖五，乖可爱的
痴情浪子201505,2020-11-25 08:50:00,为我们的国家点赞
苏州·时光,2020-11-25 08:50:00,祖国万岁        
郑军WH,2020-11-25 08:49:00,载人航天早日登上月球        
乌市阳光流浪狗公益救助站,2020-11-25 08:49:00,威武
楠竹青青,2020-11-25 08:49:00,坚守最初的梦想，蓄积向上的力量！        
爱吃鱼的C,2020-11-25 08:49:00,想起嫦娥一号那年我还在念书        
_陪同,2020-11-25 08:49:00,虽然很开心，为什么这大哥播报新闻一股子998的味道
